,from,to,changes,departure,arrival,duration
4,SNF,CST,1,07:47,08:48,61
3,SNF,CST,1,07:41,08:42,61
4,WEA,LBG,1,07:27,08:28,61
2,SNF,CST,1,07:39,08:40,61
0,SNF,CST,1,07:24,08:25,61
3,LVN,BFR,1,07:20,08:21,61
0,WEA,CST,1,06:43,07:44,61
4,SNF,BFR,2,07:47,08:48,61
1,LHD,LBG,1,06:44,07:45,61
4,EBD,CST,1,07:36,08:37,61
3,TOL,LBG,2,06:43,07:44,61
1,HKC,BFR,2,07:44,08:45,61
3,WBY,LBG,2,07:06,08:07,61
0,RAY,CST,1,07:40,08:41,61
2,WEA,CST,1,07:14,08:15,61
2,WEA,LBG,1,06:57,07:58,61
0,BLM,CST,2,06:45,07:46,61
3,NEM,CST,2,07:45,08:46,61
4,EGR,BFR,0,07:45,08:46,61
3,HOR,CST,1,07:46,08:47,61
0,CWH,BFR,1,06:22,07:23,61
0,CYP,BFR,1,07:23,08:24,61
4,UHL,LBG,4,07:33,08:34,61
4,HYW,LBG,2,07:34,08:35,61
3,UWL,CST,2,07:49,08:50,61
3,HIP,LBG,1,07:18,08:19,61
0,HIP,LBG,1,06:33,07:34,61
0,HGM,LBG,0,06:49,07:50,61
2,BFN,LBG,2,06:49,07:50,61
3,UWL,CST,2,07:49,08:50,61
1,HEV,LBG,1,23:07,00:08,61
2,CRW,LBG,0,07:19,08:20,61
2,STL,LBG,1,07:16,08:17,61
4,HEV,BFR,1,07:35,08:36,61
2,HEV,BFR,1,07:05,08:06,61
0,STL,BFR,1,07:32,08:33,61
3,WME,CST,2,07:35,08:36,61
0,SRU,CST,1,06:31,07:32,61
4,SRU,BFR,1,07:37,08:38,61
4,CTH,BFR,1,07:47,08:48,61
4,DKT,BFR,1,07:05,08:06,61
0,DKT,LBG,1,21:24,22:25,61
0,SOK,BFR,2,07:21,08:22,61
0,DKG,LBG,0,06:27,07:28,61
0,DMS,BFR,1,06:40,07:41,61
0,CTH,BFR,1,07:38,08:39,61
4,WHL,CST,1,07:48,08:49,61
0,CRW,LBG,0,06:49,07:50,61
0,MRW,LBG,1,05:57,06:58,61
0,WOK,BFR,1,07:23,08:24,61
1,CHH,LBG,1,06:14,07:15,61
0,KNR,CST,2,07:06,08:07,61
2,CAT,CST,1,07:20,08:21,61
0,CAT,CST,1,06:50,07:51,61
1,KMS,CST,3,07:10,08:11,61
2,MRN,CST,0,07:20,08:21,61
1,CSH,LBG,1,07:19,08:20,61
4,CSH,CST,2,07:49,08:50,61
3,CSH,CST,1,07:45,08:46,61
4,STW,BFR,1,07:38,08:39,61
4,WIH,CST,1,07:48,08:49,61
4,HRH,BFR,1,07:40,08:41,61
2,WIH,CST,1,07:38,08:39,61
1,IFI,CST,2,06:50,07:51,61
4,SBP,LBG,1,07:29,08:30,61
1,SBP,LBG,1,07:16,08:17,61
0,CAT,CST,1,06:50,07:51,61
2,CAT,CST,1,07:20,08:21,61
1,CBR,LBG,1,06:22,07:23,61
4,CHK,BFR,1,07:43,08:44,61
1,CHK,BFR,2,07:28,08:29,61
4,TWI,BFR,1,07:48,08:49,61
3,TWI,CST,2,07:41,08:42,61
1,CIT,BFR,1,07:49,08:50,61
1,SCG,CST,1,07:10,08:11,61
4,SOG,LBG,0,07:18,08:19,61
0,SUO,CST,1,07:02,08:03,61
3,SRU,CST,1,07:29,08:30,61
0,NEH,BFR,1,07:43,08:44,61
2,SWM,CST,1,07:20,08:21,61
2,WAD,LBG,0,06:57,07:58,61
1,CFH,CST,1,07:06,08:07,61
2,BNS,CST,1,07:40,08:41,61
3,DMS,BFR,1,07:40,08:41,61
3,BKO,LBG,2,07:16,08:17,61
2,BKO,LBG,2,06:52,07:53,61
1,WLC,BFR,2,07:17,08:18,61
2,WLC,LBG,1,06:46,07:47,61
4,CSS,BFR,1,07:38,08:39,61
3,CSS,BFR,1,07:08,08:09,61
2,CSS,BFR,1,06:38,07:39,61
4,CSN,LBG,2,07:10,08:11,61
0,HOH,CST,1,06:01,07:02,61
1,EGR,BFR,0,06:45,07:46,61
2,EGR,BFR,0,07:15,08:16,61
1,WME,CST,2,07:05,08:06,61
2,SLV,CST,3,07:36,08:37,61
1,SWM,BFR,1,07:20,08:21,61
4,YAL,LBG,1,07:12,08:13,61
3,HCN,LBG,0,07:33,08:34,61
1,WHL,CST,1,07:33,08:34,61
0,HXX,BFR,1,06:47,07:48,61
1,HWV,BFR,2,06:57,07:58,61
4,HXX,BFR,2,07:47,08:48,61
4,BSH,BFR,1,07:35,08:36,61
3,BCV,LBG,1,07:20,08:21,61
2,HWV,BFR,2,07:12,08:13,61
3,NBA,CST,1,07:43,08:44,61
0,WHL,CST,1,07:18,08:19,61
3,HWV,BFR,2,07:27,08:28,61
4,SAT,CST,2,07:38,08:39,61
1,NSH,CST,2,07:34,08:36,62
0,NSH,LBG,3,07:09,08:11,62
4,WLC,BFR,2,07:46,08:48,62
2,WLC,BFR,2,07:36,08:38,62
4,WBO,LBG,1,07:33,08:35,62
4,TUR,LBG,2,07:27,08:29,62
1,TUR,LBG,2,06:57,07:59,62
4,WFJ,CST,1,07:47,08:49,62
0,WIH,CST,1,07:32,08:34,62
0,WLC,CST,1,06:33,07:35,62
3,SOR,BFR,1,07:27,08:29,62
2,WBO,LBG,1,07:03,08:05,62
1,MTL,CST,1,07:23,08:25,62
1,WMW,CST,2,07:27,08:29,62
4,SPB,LBG,3,07:29,08:31,62
3,WWI,BFR,1,07:34,08:36,62
1,WBP,LBG,3,06:58,08:00,62
3,TED,LBG,2,07:19,08:21,62
2,SYL,LBG,2,07:05,08:07,62
3,SUP,BFR,2,07:48,08:50,62
0,PON,CST,1,05:54,06:56,62
1,TBD,BFR,0,07:24,08:26,62
0,SYL,LBG,2,06:36,07:38,62
3,WPL,LBG,2,06:58,08:00,62
3,MDS,CST,2,07:29,08:31,62
1,NWB,CST,2,07:23,08:25,62
1,NEM,CST,2,07:40,08:42,62
3,NFL,BFR,0,07:32,08:34,62
0,SGR,CST,0,07:17,08:19,62
1,SNF,CST,1,07:32,08:34,62
1,UWL,CST,2,07:19,08:21,62
3,SLV,CST,1,07:36,08:38,62
4,SWM,BFR,2,07:39,08:41,62
0,SWM,CST,1,06:56,07:58,62
0,NUM,CST,2,06:16,07:18,62
1,UWL,CST,2,07:19,08:21,62
4,WAD,CST,0,07:25,08:27,62
3,RMF,CST,2,07:41,08:43,62
3,NLT,CST,1,06:55,07:57,62
0,SMY,CST,1,07:11,08:13,62
2,WCP,BFR,2,07:30,08:32,62
4,SNS,LBG,2,07:29,08:31,62
3,SCG,CST,2,07:40,08:42,62
0,WAD,LBG,0,06:21,07:23,62
4,WEA,CST,1,07:43,08:45,62
0,WIJ,CST,1,07:21,08:23,62
3,WIJ,CST,1,07:34,08:36,62
3,SRU,BFR,1,07:29,08:31,62
3,MEP,LBG,2,07:13,08:15,62
4,TWI,CST,1,07:41,08:43,62
1,WLT,BFR,1,07:37,08:39,62
2,WEA,BFR,1,07:27,08:29,62
0,SRU,BFR,1,06:31,07:33,62
0,WBO,LBG,1,06:33,07:35,62
1,TWI,CST,2,07:33,08:35,62
0,LER,LBG,2,06:27,07:29,62
0,SAT,BFR,2,07:19,08:21,62
4,NEM,CST,1,07:45,08:47,62
1,NLT,BFR,1,06:04,07:06,62
3,MOT,BFR,1,07:33,08:35,62
0,ABW,BFR,1,07:34,08:36,62
3,BCV,BFR,1,07:40,08:42,62
1,HOH,BFR,1,06:01,07:03,62
0,HRW,CST,1,06:43,07:45,62
2,HDN,LBG,2,07:23,08:25,62
3,KWB,BFR,2,07:40,08:42,62
4,HDN,BFR,1,07:48,08:50,62
1,HDN,BFR,1,07:31,08:33,62
4,EWW,BFR,1,07:37,08:39,62
0,EWW,LBG,2,06:51,07:53,62
4,EWW,BFR,1,07:37,08:39,62
0,EWW,LBG,2,06:51,07:53,62
3,CLG,LBG,2,07:01,08:03,62
4,CLG,BFR,1,07:43,08:45,62
0,BMS,LBG,1,07:23,08:25,62
2,FGT,LBG,1,07:11,08:13,62
2,CSH,CST,2,07:43,08:45,62
1,CSB,BFR,1,07:29,08:31,62
2,CHK,BFR,1,07:28,08:30,62
0,HKC,BFR,2,07:40,08:42,62
4,GUN,LBG,3,07:29,08:31,62
0,CHK,BFR,1,07:13,08:15,62
1,CFH,BFR,1,06:51,07:53,62
3,CFH,BFR,1,07:21,08:23,62
4,CHI,LBG,1,07:29,08:31,62
2,EAL,CST,1,07:30,08:32,62
2,CHI,LBG,1,06:59,08:01,62
1,CHI,LBG,1,06:44,07:46,62
1,FEL,BFR,2,07:36,08:38,62
0,BMN,BFR,2,07:32,08:34,62
4,DPD,LBG,1,07:28,08:30,62
1,HSK,BFR,0,06:59,08:01,62
1,COH,LBG,0,05:21,06:23,62
4,EMP,BFR,2,07:45,08:47,62
3,EMP,LBG,2,07:15,08:17,62
3,BKJ,CST,3,07:45,08:47,62
0,BRS,BFR,1,06:34,07:36,62
1,BRS,BFR,2,07:03,08:05,62
0,EBT,CST,1,06:07,07:09,62
3,BRS,BFR,2,07:33,08:35,62
4,CWH,LBG,1,07:27,08:29,62
2,CRY,BFR,1,07:36,08:38,62
3,EBD,CST,1,07:26,08:28,62
4,BNI,CST,1,07:46,08:48,62
2,ENL,CST,1,07:09,08:11,62
2,EBD,CST,1,07:12,08:14,62
1,EBD,CST,1,07:06,08:08,62
0,EBD,CST,1,06:55,07:57,62
3,HER,CST,1,07:18,08:20,62
4,ENL,CST,1,07:39,08:41,62
1,ENL,LBG,1,06:35,07:37,62
0,EPD,BFR,2,06:39,07:41,62
1,HCN,LBG,0,07:11,08:13,62
3,CBR,LBG,1,07:21,08:23,62
4,EPD,BFR,2,07:39,08:41,62
0,EPD,BFR,2,06:39,07:41,62
4,EPD,BFR,2,07:39,08:41,62
0,BXW,LBG,0,23:29,00:31,62
3,HSK,BFR,0,07:29,08:31,62
4,GRY,CST,1,07:47,08:49,62
0,GRY,CST,1,07:17,08:19,62
0,EDR,LBG,1,07:04,08:06,62
3,GDH,CST,2,07:41,08:43,62
4,LIH,CST,1,07:40,08:42,62
4,GOM,LBG,1,06:58,08:00,62
1,CLD,BFR,1,07:48,08:50,62
1,GPO,LBG,1,07:31,08:33,62
1,GPK,CST,2,07:35,08:37,62
1,GDN,BFR,1,05:24,06:26,62
0,GRV,CST,0,06:56,07:58,62
2,GMY,BFR,1,07:44,08:46,62
2,LEB,CST,2,07:33,08:35,62
4,CHN,LBG,1,07:23,08:25,62
2,CHE,CST,2,07:29,08:31,62
0,HOH,BFR,1,23:32,00:35,63
4,KNT,LBG,2,07:30,08:33,63
1,WHS,CST,2,07:03,08:06,63
1,RMF,BFR,2,07:38,08:41,63
1,BFD,CST,2,07:31,08:34,63
0,MDE,BFR,0,06:02,07:05,63
0,BCV,BFR,1,07:20,08:23,63
3,STO,LBG,2,07:20,08:23,63
3,WHS,CST,2,07:33,08:36,63
3,WHS,CST,2,07:33,08:36,63
1,WHS,CST,2,07:03,08:06,63
3,SBP,BFR,2,07:46,08:49,63
1,STL,LBG,1,07:08,08:11,63
0,THD,LBG,2,06:25,07:28,63
1,BCV,BFR,1,07:35,08:38,63
3,SPB,LBG,3,07:26,08:29,63
4,WTN,BFR,1,07:30,08:33,63
1,SPB,LBG,2,07:14,08:17,63
4,SMY,LBG,2,07:32,08:35,63
4,CHN,CST,1,07:40,08:43,63
4,TAD,BFR,1,07:43,08:46,63
2,NEM,CST,1,07:40,08:43,63
1,HSK,LBG,1,07:10,08:13,63
3,SBP,LBG,2,07:26,08:29,63
1,SYL,LBG,2,06:50,07:53,63
3,NBT,BFR,2,07:35,08:38,63
2,NBT,BFR,1,07:27,08:30,63
4,RIC,LBG,1,07:12,08:15,63
2,CHN,LBG,1,07:14,08:17,63
0,KNT,BFR,2,07:19,08:22,63
0,BMD,LBG,1,06:08,07:11,63
2,KPA,CST,2,07:31,08:34,63
4,ERI,LBG,0,07:20,08:23,63
1,WPL,BFR,1,06:21,07:24,63
2,WAL,BFR,1,06:56,07:59,63
3,ERI,LBG,0,06:50,07:53,63
3,BMD,BFR,1,07:42,08:45,63
0,BMD,BFR,1,07:12,08:15,63
3,BRE,LBG,2,07:27,08:30,63
1,TAD,BFR,1,07:13,08:16,63
0,HSK,BFR,0,06:48,07:51,63
1,ABW,BFR,1,07:41,08:44,63
3,TAD,BFR,1,07:23,08:26,63
2,HSK,BFR,0,07:18,08:21,63
3,BMD,CST,2,07:23,08:26,63
0,KMS,BFR,1,06:41,07:44,63
1,SLV,CST,1,07:31,08:34,63
3,WHL,LBG,1,07:18,08:21,63
1,BNI,CST,1,07:16,08:19,63
2,BNI,CST,1,07:31,08:34,63
3,CRW,CST,2,07:28,08:31,63
4,SMG,BFR,2,07:45,08:48,63
1,TAD,BFR,1,07:13,08:16,63
2,BRS,BFR,1,07:03,08:06,63
1,PLC,LBG,0,06:52,07:55,63
1,HOR,CST,1,07:16,08:19,63
0,WEA,LBG,1,06:27,07:30,63
4,MRW,CST,2,07:38,08:41,63
1,WBP,BFR,2,07:33,08:36,63
3,MRW,CST,2,07:08,08:11,63
3,TAD,BFR,1,07:23,08:26,63
4,EMP,LBG,2,07:28,08:31,63
0,SOR,BFR,1,06:02,07:05,63
4,MEP,BFR,1,07:46,08:49,63
0,MEP,BFR,1,06:41,07:44,63
4,TAD,BFR,1,07:43,08:46,63
4,EFF,LBG,0,07:25,08:28,63
2,EDR,CST,3,07:34,08:37,63
3,EFF,LBG,0,06:55,07:58,63
0,IMW,BFR,2,07:18,08:21,63
4,ISL,LBG,2,07:32,08:35,63
3,WTR,LBG,1,06:32,07:35,63
3,BXY,BFR,1,07:43,08:46,63
2,BMG,LBG,2,06:52,07:55,63
2,BAD,CST,2,07:12,08:15,63
3,MOT,CST,2,07:46,08:49,63
1,MOT,CST,2,07:33,08:36,63
4,BAD,CST,2,07:42,08:45,63
2,WFJ,BFR,1,07:19,08:22,63
4,WYB,LBG,2,07:20,08:23,63
0,WMB,BFR,3,07:18,08:21,63
0,LER,BFR,2,07:14,08:17,63
0,HEV,BFR,1,06:03,07:06,63
3,GDP,BFR,2,07:40,08:43,63
0,BXH,BFR,1,07:30,08:33,63
4,TED,LBG,2,07:28,08:31,63
1,HIP,BFR,1,07:18,08:21,63
2,MIJ,BFR,1,07:45,08:48,63
1,MRN,CST,1,07:08,08:11,63
0,MIJ,BFR,1,07:15,08:18,63
0,HYW,BFR,1,06:06,07:09,63
2,BAD,CST,2,07:12,08:15,63
4,BAD,CST,2,07:42,08:45,63
0,SMG,BFR,2,07:15,08:18,63
4,HYW,CST,1,07:46,08:49,63
1,BXH,BFR,1,07:35,08:38,63
3,HGM,LBG,1,07:22,08:25,63
0,BHK,LBG,2,06:56,07:59,63
3,HDW,CST,1,07:26,08:29,63
2,GNH,CST,1,07:08,08:11,63
4,EWW,LBG,2,07:24,08:27,63
0,EWW,BFR,1,07:06,08:09,63
0,RDH,LBG,1,06:59,08:02,63
3,ACC,CST,2,07:34,08:37,63
2,CHI,CST,1,07:14,08:17,63
2,WVF,CST,1,07:06,08:09,63
4,EWW,LBG,2,07:24,08:27,63
1,STW,LBG,3,07:08,08:11,63
4,CHI,CST,1,07:44,08:47,63
3,STW,LBG,3,07:14,08:17,63
4,GRV,CST,1,07:39,08:42,63
2,CLG,LBG,2,06:31,07:34,63
4,CFH,BFR,1,07:35,08:38,63
4,SAY,LBG,1,07:32,08:35,63
2,UHL,BFR,3,07:18,08:21,63
0,UHL,BFR,3,07:03,08:06,63
0,NUF,BFR,2,05:23,06:26,63
3,QPW,CST,2,07:44,08:47,63
2,WOK,BFR,1,07:29,08:32,63
3,CHK,CST,2,07:43,08:46,63
0,CHK,CST,2,07:13,08:16,63
4,CSS,LBG,2,07:08,08:11,63
1,HCB,CST,1,07:22,08:25,63
3,BSH,CST,1,07:22,08:25,63
1,WOK,CST,1,07:27,08:30,63
2,FEL,BFR,1,07:36,08:39,63
1,GUN,LBG,3,07:08,08:11,63
1,NSH,BFR,1,07:34,08:37,63
0,CFH,BFR,1,06:35,07:38,63
3,LEB,CST,2,07:40,08:43,63
1,SRC,BFR,1,07:36,08:39,63
2,FEL,LBG,2,07:20,08:23,63
3,NLT,BFR,1,06:55,07:58,63
2,QPW,CST,2,07:42,08:45,63
1,FRT,LBG,0,06:20,07:23,63
4,SAY,LBG,1,07:32,08:35,63
0,SLV,CST,1,07:16,08:19,63
4,BHK,LBG,2,07:26,08:29,63
0,NFL,BFR,1,07:18,08:21,63
2,NFL,CST,1,07:18,08:21,63
2,HAN,CST,1,07:12,08:15,63
2,BHK,LBG,2,07:11,08:14,63
2,GRY,CST,1,07:31,08:34,63
2,DKG,BFR,2,07:03,08:06,63
4,SLV,CST,1,07:46,08:49,63
0,EWW,BFR,1,07:06,08:09,63
0,HAN,CST,1,06:41,07:44,63
4,GRY,BFR,1,07:41,08:44,63
1,REI,CST,2,07:06,08:09,63
2,HMW,LBG,2,07:14,08:17,63
4,SAT,LBG,3,07:31,08:34,63
3,NSH,CST,3,07:39,08:42,63
3,WBO,CST,2,07:03,08:06,63
1,WBO,CST,2,06:03,07:06,63
1,OXS,LBG,2,06:00,07:03,63
2,SOK,BFR,3,07:33,08:36,63
0,THD,LBG,2,06:25,07:28,63
0,SAY,CST,3,07:27,08:31,64
0,GLD,LBG,2,07:07,08:11,64
1,CHP,CST,2,07:02,08:06,64
4,TEO,LBG,2,07:25,08:29,64
2,GPK,CST,1,07:35,08:39,64
2,PHR,CST,2,06:47,07:51,64
3,WMA,BFR,0,07:05,08:09,64
0,GRY,BFR,1,07:04,08:08,64
3,HEV,CST,1,07:05,08:09,64
3,WMB,LBG,1,07:13,08:17,64
3,CHP,CST,2,07:32,08:36,64
1,HOU,BFR,2,07:25,08:29,64
1,ENC,CST,2,07:33,08:37,64
1,CHP,CST,2,07:02,08:06,64
3,CHP,CST,2,07:32,08:36,64
2,GRY,BFR,1,07:25,08:29,64
2,CTH,BFR,1,07:42,08:46,64
2,WMB,LBG,2,07:07,08:11,64
1,MRW,CST,2,06:14,07:18,64
2,EMP,CST,2,07:15,08:19,64
0,SAY,CST,3,07:27,08:31,64
0,SUO,LBG,1,07:16,08:20,64
2,SAY,CST,2,07:32,08:36,64
0,CHI,BFR,2,07:14,08:18,64
3,CHI,BFR,1,07:29,08:33,64
0,HOR,BFR,1,06:52,07:56,64
4,CHI,BFR,2,07:44,08:48,64
2,GDP,CST,1,07:31,08:35,64
4,GDP,CST,1,07:40,08:44,64
1,WMB,LBG,1,06:56,08:00,64
2,OTF,BFR,0,07:25,08:29,64
4,BRS,BFR,1,07:33,08:37,64
1,CHN,CST,1,07:10,08:14,64
0,SPU,CST,0,06:56,08:00,64
3,WDT,BFR,2,07:39,08:43,64
1,WDT,BFR,2,07:24,08:28,64
4,SPU,CST,0,07:38,08:42,64
2,WBY,LBG,2,06:46,07:50,64
0,GDP,CST,1,07:22,08:26,64
0,PET,BFR,1,07:46,08:50,64
1,MEP,LBG,2,06:41,07:45,64
0,WBY,BFR,1,06:25,07:29,64
1,TED,LBG,2,07:11,08:15,64
4,CRH,LBG,4,07:30,08:34,64
4,GPK,CST,1,07:45,08:49,64
1,CHN,BFR,1,07:23,08:27,64
1,ETC,LBG,0,06:33,07:37,64
3,SAF,BFR,1,07:27,08:31,64
2,HER,CST,1,06:59,08:03,64
0,CLK,LBG,2,07:21,08:25,64
3,BFD,BFR,2,07:38,08:42,64
4,FNC,LBG,2,07:31,08:35,64
4,EYN,BFR,2,07:42,08:46,64
2,BFD,CST,1,07:31,08:35,64
1,EWW,LBG,1,06:54,07:58,64
3,SBP,CST,2,07:21,08:25,64
4,THD,LBG,2,07:25,08:29,64
0,NEM,CST,1,07:37,08:41,64
0,SBP,LBG,2,07:07,08:11,64
0,BRE,LBG,1,07:13,08:17,64
4,BSH,CST,1,07:35,08:39,64
1,EWW,LBG,1,06:54,07:58,64
0,CHE,CST,1,06:59,08:03,64
2,BRE,LBG,1,07:22,08:26,64
2,SAY,CST,2,07:32,08:36,64
4,BRE,LBG,1,07:31,08:35,64
4,NSH,CST,2,07:39,08:43,64
0,HDN,CST,3,07:09,08:13,64
0,BXB,CST,1,06:49,07:53,64
3,REI,CST,2,07:36,08:40,64
3,ETC,LBG,0,06:54,07:58,64
2,RIC,LBG,1,06:23,07:27,64
2,HDH,LBG,1,07:29,08:33,64
3,RIC,LBG,1,06:40,07:44,64
1,WLC,LBG,1,06:33,07:37,64
2,BMN,BFR,2,07:46,08:50,64
4,HAN,CST,1,07:41,08:45,64
1,THD,BFR,2,06:55,07:59,64
3,WMW,LBG,2,07:27,08:31,64
0,NFL,CST,1,06:54,07:58,64
0,NBT,BFR,1,07:04,08:08,64
1,THD,BFR,2,06:55,07:59,64
0,RMF,CST,1,07:29,08:33,64
4,BRG,LBG,2,07:25,08:29,64
4,HER,BFR,1,07:28,08:32,64
3,PHR,BFR,2,06:47,07:51,64
3,ENL,LBG,1,07:09,08:13,64
4,QPW,CST,2,07:46,08:50,64
1,WFJ,CST,1,07:13,08:17,64
3,WFJ,BFR,1,07:32,08:36,64
4,MTL,CST,1,07:37,08:41,64
2,TEO,LBG,2,06:55,07:59,64
0,MOT,CST,1,07:20,08:24,64
3,CSN,LBG,2,06:40,07:44,64
4,MOT,CST,1,07:46,08:50,64
1,PON,LBG,1,05:54,06:58,64
4,HXX,CST,1,07:32,08:36,64
3,HXX,CST,1,07:17,08:21,64
2,HXX,CST,1,07:02,08:06,64
1,HXX,CST,1,06:47,07:51,64
2,TWI,CST,1,07:33,08:37,64
4,SBP,BFR,1,07:46,08:50,64
4,BRG,BFR,1,07:25,08:29,64
4,THD,LBG,2,07:25,08:29,64
3,HYR,CST,3,07:42,08:46,64
1,HAY,BFR,2,07:34,08:38,64
4,CLG,LBG,2,07:31,08:35,64
2,RMF,CST,1,07:38,08:42,64
0,HAY,LBG,1,06:58,08:02,64
0,UHL,CST,3,07:03,08:07,64
0,CHN,LBG,2,07:10,08:14,64
1,CWN,CST,1,05:35,06:39,64
2,CHN,CST,1,07:17,08:21,64
4,HDL,LBG,2,07:29,08:33,64
0,HXX,CST,1,06:32,07:36,64
4,HAY,LBG,1,07:28,08:32,64
0,SOG,LBG,0,05:51,06:55,64
1,SBP,BFR,1,07:29,08:33,64
3,STL,CST,1,07:32,08:36,64
1,WGR,BFR,4,07:22,08:26,64
0,BAD,CST,2,06:42,07:46,64
1,WTN,CST,2,07:20,08:24,64
4,KWB,BFR,1,07:40,08:44,64
0,ISL,LBG,2,06:34,07:38,64
1,SEH,BFR,0,06:55,07:59,64
2,SMO,LBG,1,07:01,08:05,64
0,SID,BFR,1,07:40,08:44,64
4,WOK,CST,1,07:41,08:45,64
3,ISL,LBG,2,07:17,08:21,64
3,KWG,BFR,3,07:44,08:48,64
3,WOK,CST,1,07:34,08:38,64
4,KND,CST,1,07:46,08:50,64
3,AFS,LBG,2,07:21,08:25,64
3,KMS,LBG,1,07:16,08:20,64
4,KND,CST,1,07:46,08:50,64
2,BNH,BFR,1,07:36,08:40,64
4,AFS,LBG,3,07:27,08:31,64
4,SMO,LBG,1,07:31,08:35,64
4,WVF,CST,1,07:36,08:40,64
2,STL,BFR,1,07:38,08:42,64
0,KWG,BFR,2,07:29,08:33,64
0,KNL,CST,3,07:09,08:13,64
4,EBR,LBG,1,07:30,08:34,64
2,WTN,BFR,1,07:20,08:24,64
1,WCP,BFR,1,07:24,08:28,64
1,YAL,LBG,1,05:12,06:16,64
3,SOR,LBG,2,07:11,08:15,64
3,SIH,CST,2,07:27,08:31,64
2,ABW,BFR,1,07:45,08:49,64
0,ACC,CST,2,07:09,08:13,64
2,BAD,BFR,2,07:12,08:16,64
3,WHL,BFR,1,07:38,08:42,64
0,AML,CST,1,06:03,07:07,64
0,KTH,BFR,2,07:32,08:36,64
4,ACC,CST,2,07:35,08:39,64
3,LGF,CST,3,07:27,08:31,64
0,SMO,LBG,1,06:31,07:35,64
2,BAD,BFR,2,07:12,08:16,64
2,SOK,CST,2,07:21,08:25,64
0,BAD,CST,2,06:42,07:46,64
1,SBU,CST,1,07:00,08:04,64
1,WRU,LBG,1,06:49,07:53,64
2,LFD,CST,1,06:52,07:56,64
3,EDR,CST,1,07:34,08:38,64
1,KWB,BFR,2,07:25,08:29,64
4,WMW,CST,2,07:42,08:47,65
4,WLC,CST,1,07:36,08:41,65
3,SMO,CST,2,07:01,08:06,65
2,WMW,CST,4,07:32,08:37,65
1,BMD,CST,2,06:51,07:56,65
3,WAL,CST,1,07:15,08:20,65
2,ERI,LBG,0,05:48,06:53,65
2,KPA,LBG,2,07:12,08:17,65
2,KNT,BFR,3,07:31,08:36,65
4,HSK,BFR,1,07:36,08:41,65
4,EDR,CST,1,07:44,08:49,65
3,STO,CST,3,07:39,08:44,65
0,ENL,LBG,1,06:06,07:11,65
0,WHL,BFR,1,07:18,08:23,65
1,WHL,BFR,1,07:33,08:38,65
4,HWV,LBG,1,07:27,08:32,65
3,HWV,LBG,1,07:12,08:17,65
2,HWV,LBG,1,06:57,08:02,65
1,HWV,LBG,1,06:42,07:47,65
0,HWV,LBG,1,06:27,07:32,65
4,WTR,LBG,1,07:08,08:13,65
2,SPB,CST,2,07:29,08:34,65
4,SCG,CST,1,07:40,08:45,65
3,STL,LBG,1,07:23,08:28,65
0,STO,BFR,2,07:20,08:25,65
4,HAY,BFR,1,07:43,08:48,65
3,HYS,BFR,1,07:31,08:36,65
4,HYR,CST,2,07:42,08:47,65
3,WTN,CST,2,07:30,08:35,65
2,WLC,CST,1,07:06,08:11,65
4,EPS,BFR,1,07:34,08:39,65
1,STL,CST,1,07:16,08:21,65
4,RMF,BFR,1,07:43,08:48,65
2,BXW,LBG,1,06:10,07:15,65
3,BXW,LBG,1,06:40,07:45,65
4,BXW,LBG,1,07:10,08:15,65
0,STO,LBG,2,07:01,08:06,65
0,RMF,BFR,1,07:34,08:39,65
0,HAY,BFR,1,07:28,08:33,65
1,SMO,CST,2,06:01,07:06,65
2,KWB,BFR,1,07:25,08:30,65
2,SNL,BFR,2,07:27,08:32,65
1,HDW,CST,1,07:16,08:21,65
3,KCK,BFR,1,07:45,08:50,65
2,CFH,BFR,1,07:06,08:11,65
1,LVN,LBG,1,07:08,08:13,65
3,GLD,LBG,2,07:28,08:33,65
2,SUR,CST,2,07:41,08:46,65
3,CHI,LBG,1,07:14,08:19,65
0,CHI,LBG,1,06:29,07:34,65
4,OXS,BFR,1,07:40,08:45,65
3,OXS,LBG,2,06:58,08:03,65
3,WCP,BFR,1,07:30,08:35,65
3,GRV,CST,1,07:19,08:24,65
2,KND,CST,1,07:16,08:21,65
3,LFD,CST,1,07:22,08:27,65
1,PDW,BFR,1,07:26,08:31,65
0,LFD,CST,1,06:20,07:25,65
0,GPK,CST,1,07:29,08:34,65
3,SLV,LBG,1,07:16,08:21,65
2,THD,LBG,2,06:55,08:00,65
3,SAT,LBG,3,07:26,08:31,65
3,CHE,CST,1,07:29,08:34,65
2,THD,LBG,2,06:55,08:00,65
2,FLW,LBG,3,07:12,08:17,65
1,GTW,BFR,1,07:41,08:46,65
1,GDP,BFR,2,07:36,08:41,65
1,SAT,CST,2,07:13,08:18,65
2,GRV,BFR,0,07:29,08:34,65
4,SOK,LBG,2,07:28,08:33,65
4,CHK,CST,1,07:43,08:48,65
0,WOK,CST,1,07:23,08:28,65
4,BXB,BFR,2,07:43,08:48,65
3,BXB,CST,1,07:18,08:23,65
0,KWB,BFR,1,07:10,08:15,65
0,ESH,BFR,1,06:52,07:57,65
2,SNL,BFR,2,07:27,08:32,65
4,HDN,CST,1,07:31,08:36,65
2,HDN,CST,1,07:18,08:23,65
0,REI,CST,2,06:36,07:41,65
2,RHM,BFR,1,07:32,08:37,65
